hotel_name,user_name,country,room_info,no_of_nights_stayed,stay_date,traveller_type,review_title,rating,happy_review,unhappy_review,review_date,scraped_at,happy_review_cleaned_v1,unhappy_review_cleaned_v1
Ascott Raffles Place Singapore,Jackie,United Kingdom,Cutler Suite,3.0,2022-10-01,Couple,good location and facilities,8.0,good location and facilities,nan,04/10/2022,10/02/2024,good location facility,nan
Ascott Raffles Place Singapore,Sarah,Australia,Cutler Suite,8.0,2022-10-01,Couple,Great location.,7.0,Excellent location. Nice view out the window to the civic district. Washing machine/ dryer in room. Spacious room.Friendly staff,Hairdryer and dishwasher did not work. Started out with daily refills of nespresso capsules but they ran out / didn’t replace after 3 days. Some walls/paint doors etc starting to look a bit tired and marked.,04/10/2022,10/02/2024,excellent location nice view window civic district wash machine dwyer room spacious romfriendly staff,hairdryer dishwasher work start daily refill nespreso capsule run replace day walspaint door etc start look bit tired mark
Ascott Raffles Place Singapore,Mikko,United Arab Emirates,Cutler Suite,2.0,2022-10-01,Family,Superb,9.0,"Great location, big rooms with all the necessary comforts. Great service - they went above and beyond to make the stay smooth and comfortable.",nan,03/10/2022,10/02/2024,great location big room necessary comfort great service go beyond make stay smooth comfortable,nan
Ascott Raffles Place Singapore,Ravinder,India,Cutler Suite,3.0,2022-09-01,Family,Good and Enjoyed,9.0,Room and Location are excellent.,The cost of the room.,01/10/2022,10/02/2024,room location excellent,cost room
Ascott Raffles Place Singapore,Adebola,United Kingdom,Cutler Suite,3.0,2022-08-01,Group,Very good,8.0,"Staff were very friendly and helpful. The room was clean, with a large bed and good size bathroom. There was also a safety deposit box in the room. It is in an excellent location in the marina bay area so within walking distance to the main attractions along the bay.","I was disappointed by the airport transfer that I arranged with the hotel didn't show up. After waiting 50 minutes, I called the hotel who informed me that my request couldn't be fulfilled. It would have been appreciated if the hotel informed me ahead of my arrival instead of me having to call them. The bedsheet was slightly dirty however this was changed quickly when we made staff aware.",16/09/2022,10/02/2024,staff friendly helpful room clean large bed good size bathroom also safety deposit box room excellent location marina bay area within walk distance main attraction along bay,I disappoint airport transfer I arrange hotel show wait minute I call hotel inform I request could fulfil would appreciate hotel inform I ahead arrival instead I call beset slightly dirty however change quickly make staff aware
Ascott Raffles Place Singapore,Hannah,United Kingdom,Cutler Suite,1.0,2022-08-01,Family,Great location and very cool pool,7.0,"We loved the pool and the central location which was perfect for exploring Singapore. As stated in previous reviews, the room was a bit dated however it was clean, the bed was huge and very comfortable.",nan,19/08/2022,10/02/2024,love pool central location perfect explore singapore state previous review room bit date however clean bed huge comfortable,nan
Ascott Raffles Place Singapore,Patricia,Ireland,Cutler Suite,2.0,2022-08-01,Family,historic building in perfect location with spacious room,9.0,"spacious room with well equipped kitchen, fantastic location, good pool and very very friendly staff",nothing,18/08/2022,10/02/2024,spacious room well equip kitchen fantastic location good pool friendly staff,nothing
Ascott Raffles Place Singapore,Nicholas,United Kingdom,Cutler Suite,2.0,2022-07-01,Family,Good,7.0,The bathroom was impressive.,The rooms were a little 'tired'. They needed better and brighter lighting.,02/08/2022,10/02/2024,bathroom impressive,room little tired need well bright light
Ascott Raffles Place Singapore,Steve,United Kingdom,Cutler Suite,3.0,2022-07-01,Family,would stay here again,8.0,we liked it as it was close to where we wanted to be short bus ride or walk to the local attractions pool was good to go for a little swim to cool off,noise from washing machine room above around 11:30pm had noise echo through the room for a hour from a washing machine every night on our 3 night stay,27/07/2022,10/02/2024,like close want short bus ride walk local attraction pool good go little swim cool,noise wash machine room around pm noise echo room hour wash machine every night night stay
Ascott Raffles Place Singapore,Kally,United Kingdom,Cutler Suite,4.0,2022-06-01,Couple,average,7.0,location,the room was very dark all the time so didn’t enjoy being in it,22/07/2022,10/02/2024,location,room dark time enjoy
Ascott Raffles Place Singapore,Claire,Australia,Cutler Suite,4.0,2022-07-01,Couple,This hotel was a convenient and comfortable place.,8.0,the room and location,"the pool was cold, there was no where to sit around it.",16/07/2022,10/02/2024,room location,pool cold sit around
Ascott Raffles Place Singapore,Siti,Singapore,Cutler Suite,2.0,2022-06-01,Solo traveller,very comfortable stay since everything is conveniently either provided for you or are near you for access.,8.0,the room space is bigger than the average hotel room size in the area and the amenities found within the room are wonderful for quick cooking of meals.,the room feels  very dated with chipped walls and peeling paint. there are moments where I am wary of things falling apart due to the old nature of the rooms.,12/07/2022,10/02/2024,room space big average hotel room size area amenity find within room wonderful quick cook meal,room feel date whip wall peel paint moment I wary thing fall apart due old nature room
Ascott Raffles Place Singapore,Inspire000,Australia,Collyer Suite,3.0,2022-06-01,Family,Perfect retreat for a 3 day break,9.0,"Location was perfect, walking distance to Marina Bay and Gardens by the Bay. Local hawker style eatery just down the road which was very cheap and good food. Hotel itself was perfect for a 3 day stay. Staff were very courteous and friendly. Room itself was a good size and able to separate living from sleeping. Meaning we could put my son to sleep and still hang out in the other room.",Nit picking but the plug point for the TV next to the power point was hanging out of the socket. Pushed it back in the socket no issue.,11/07/2022,10/02/2024,location perfect walk distance marina bay garden bay local hawker style watery road cheap good food hotel perfect day stay staff courteous friendly room good size able separate live sleep mean could put son sleep still hang room,pick plug point next power point hang socket push back socket issue
Ascott Raffles Place Singapore,Janet,Indonesia,Cutler Suite,10.0,2022-05-01,Family,great for family and long stay. the room is spacious and very near to an mrt station.,8.0,the location is great. love the kitchen and the washing machine!,they don’t clean on Sunday,09/07/2022,10/02/2024,location great love kitchen wash machine,clean sunday
Ascott Raffles Place Singapore,Wong,Indonesia,Cutler Suite,7.0,2022-06-01,Family,Very good,8.0,The room is very spacious as i have the 48m2 room size.,The announcement for the fire alarm is was too loud. And quite annoying as it also happened in the middle of the night.,03/07/2022,10/02/2024,room spacious I room size,announcement fire alarm loud quite annoying also happen middle night
Ascott Raffles Place Singapore,Gavin,Singapore,Cutler Suite,1.0,2022-04-01,Couple,Great!,8.0,Good service and attitude from the staff. The overall room was fantastic.,-,20/06/2022,10/02/2024,good service attitude staff overall room fantastic,
Ascott Raffles Place Singapore,Priyan,United Kingdom,Brown Suite,7.0,2022-06-01,Family,"great location, comfortable and ideally for a family.",8.0,"clean, modern and well located.","bedrooms could be a bit warmer in decor, roomscould do with better lighting.",19/06/2022,10/02/2024,clean modern well locate,bedroom could bit warm door romscould well light
Ascott Raffles Place Singapore,Kenna,Singapore,Cutler Suite,2.0,2022-06-01,Solo traveller,execellent stay in a central location with some limited food choices in the late night,8.0,"essentials were available, location is near MRT and buses to get to various locations","some of the socket covers were dropping off, along with the button for the bathtub where it stops the drainage.the tap in the bathroom basin was faulty  whereby water kept leaking",11/06/2022,10/02/2024,essential available location near meet bush get various location,socket cover drop along button bathtub stop drainagethe tap bathroom basin faulty whereby water keep leak
Ascott Raffles Place Singapore,Michelle,Australia,Cutler Suite,3.0,2022-05-01,Couple,"Excellent clean rooms, great location to Raffles Place MRT station, hawker center Lau Pa Sat & MBS",9.0,"Location, close to Raffles Place MRT station and eateries such as Lau Pa Sat. We stayed in the Cutler Suite room and amenities was superb",Only minor thing was housekeeper took away our washed cups and didn't replace them.,01/06/2022,10/02/2024,location close baffle place meet station artery law pa sit stay cutler suite room amenity superb,minor thing housekeeper take away wash cup replace
