username,rating,content,ip_address,time,Attraction
匿名用户,5.0,出票很快，使用方便，一下子就进去了。这个园区很好，服务不错，下次还会再次过来。这次跟闺蜜同行还是不错的，下次带孩子过来，哈哈哈😁。,广东,02/01/2024,Garden by the bay
匿名用户,5.0,真的很不错,新加坡,23/12/2023,Garden by the bay
悠莜琦琦,5.0,一踏进奇幻花园，满满的花香迎面扑鼻而来，马上映入眼帘的是各种华丽的花卉！里面一共种植超过3000多种的花卉，美到让你赞叹声连连！,浙江,15/12/2023,Garden by the bay
John_Du,5.0,挺震撼的。尤其天黑了，真有点潘多拉星球的感觉,浙江,18/12/2023,Garden by the bay
匿名用户,5.0,电子出票快，票价比现场购买便宜。扫码换票快捷方便，用起来没有任何问题。关键是网上直接人民币信用卡付款，免去兑换外币的麻烦。,湖北,29/12/2023,Garden by the bay
小小小兔兔兔,5.0,云雾林和花穹，门票是联票，滨海湾花园内两个巨大的玻璃房，云雾林中有新加坡最大的室内瀑布，植物品种丰富且多样，拍照美美的。,上海,22/01/2024,Garden by the bay
匿名用户,5.0,双馆后面有喷泉⛲️，沙池，攀爬架各种，挺大一个儿童乐园，可以预留多一点时间，玩完吃晚饭（我们就在花园里面的shake shack吃的🍔）可以继续看晚上supertrees的灯光秀，无缝连接，又是美美的一天。,浙江,16/12/2023,Garden by the bay
匿名用户,5.0,这里展现了新加坡“花园城市”的精髓，园区内的三座濒水花园汇集了全球各地（除南极洲以外）的植物和花卉，其中不乏珍稀物种。两大植物冷室（花穹与云雾林）则是新加坡可持续发展工程学的代表项目，囊获了无数奖项。,浙江,16/12/2023,Garden by the bay
悠莜琦琦,4.0,1、雾森林是从上往下逛的顺序，路线设计得非常合理，可以近距离看到各种热带植物。 2、选择傍晚前往，推荐停留在高处看金沙落日🌇。 3、19点差不多可以出发去超级树了，大家都坐着占据有利地形。推荐躺着看绝佳。,浙江,12/11/2023,Garden by the bay
匿名用户,5.0,双馆里面，花毯外围的设计，结合了新加坡四大种族的元素，以此展现多元文化相交融的新加坡特色。由超过10万盆鲜花组成的巨型花毯，2万株菊花、万寿菊及其他花朵所组成,浙江,16/12/2023,Garden by the bay
悠莜琦琦,5.0,逛完奇幻花园可以去旁边的Cafe Aster歇歇脚，这个cafe也是个小花园，里面都是花花草草，很日系小清新的感觉，逛累了来这里喝喝冰饮吃冰淇淋还是灰常惬意滴～,浙江,15/12/2023,Garden by the bay
e02****02,4.7,flowers dome  cloud forest 阿凡达的世界，超级震撼，服务也很棒，中英文都可 友情提示不能带吃的跟饮料,新加坡,14/01/2024,Garden by the bay
匿名用户,4.0,秋海棠、蔓绿绒、花烛、苦苣苔、猪笼草、高山杜鹃等热带高山植物🌿在这座温室里肆意生长。宏大的结构和低碳的设计理念，让这座温室完全可称之为当今世界设施园艺🌴的巅峰之作，是园艺人一生必打卡胜地￼！,浙江,16/12/2023,Garden by the bay
M22****5253,5.0,挺美的。去花穹和云雾林就可以了，就别去奇幻花园了、根本不在一个地方，走路得2公里，还特别小，不值得去。最好傍晚去，还能看见那个灯光秀，我们没赶上，去早了,天津,20/08/2023,Garden by the bay
匿名用户,5.0,非常有趣，值得体验。新加坡值得游玩。今天心情不好，带孩子太累，重复订了两晚酒店，10号和11号的。瑞士史丹佛酒店和缤乐雅臻选酒店。都在滨海湾。感兴趣留言,北京,10/08/2023,Garden by the bay
匿名用户,5.0,在外围逛了逛，植物园很大，布局也很好，种类非常丰富，好多奇奇怪怪的植物都没见过，可以一路逛到底，在尽头会有一个河，那里拍照绝佳，能拍到金沙酒店的样子。,浙江,16/12/2023,Garden by the bay
匿名用户,5.0,来新加坡必玩的地方，绝对一流！,湖北,17/11/2023,Garden by the bay
紫夜妖媚,5.0,老牌度假酒店了！它的好值得拥有,湖北,07/11/2023,Garden by the bay
匿名用户,5.0,价格有点小贵，但也比现场便宜。相当于两个室内花园，屋里很凉快。人不多，有各种植物，大家都很安静的参观，环境很好，门口出来的商品的卖的冰箱贴比牛车水贵。,北京,14/09/2023,Garden by the bay
M49****512,5.0,滨海湾花园，值得去打卡,浙江,08/01/2024,Garden by the bay
钰儿2020,5.0,人工景点，但也打造得十分唯美浪漫。外国人对中国人都很友好，一个外国帅哥有点像马来西亚人，还帮我拍照。新加坡就是消费高，打车吃饭较贵。值得一游。,四川,08/08/2023,Garden by the bay
匿名用户,5.0,滨海湾花园里面，孩子的快乐天堂Children&#39;s Garden，免费哒不要错过~我们当天下午去完云雾森林就去这里打卡啦！距离云雾森林也很近。,浙江,16/12/2023,Garden by the bay
悠莜琦琦,5.0,晚上去的滨海湾花园的云雾林，用上特效彩灯，晚上看去很漂亮，然后再去超级树那里看灯光秀，完美。运气好的话还能赶上金沙前面的音乐喷泉⛲。很有意思,浙江,02/11/2023,Garden by the bay
138****7771,5.0,这个还是值得看一下的，里面就是一个室内大花园，各种见过的没见过的品种，阿凡的体验馆相对更好些，可以拍出点好看的照片，就是室内时间长了特别冷,上海,07/09/2023,Garden by the bay
匿名用户,5.0,坐落于新加坡中央商业区-滨海湾的黄金地段，占地101公顷，汇集了世界各地的特色植物和花卉，妥妥展示了新加坡“花园城市”的精髓！🏖️🌺,浙江,16/12/2023,Garden by the bay
匿名用户,5.0,但是这次不赶巧，白天看着葱葱郁郁的绿色植物，也是非常不错的。如果想观光就要买票，云雾森林和花穹都要门票的。空中走廊没上去，要钱，还要排队,浙江,16/12/2023,Garden by the bay
有钱的狮子🦁️,5.0,已经不是第一次来了，不同往常的热带植物园，这里很凉快，有空调让人参观起来很安逸。可以慢慢欣赏这些漂亮的花花草草，登顶有电梯，一点都不累。,天津,27/09/2023,Garden by the bay
手心的小太阳,5.0,滨海湾花园真是一个值得打卡的地方，花穹，云雾林，和擎天大树，都值得一看。是在国内看不到的景色，交通也很便利，对面步行过去，就是金沙度假区,新加坡,03/09/2023,Garden by the bay
匿名用户,4.3,冲着 摘金奇缘里的镜头去的，夜晚的景色确实很美，适合情侣约会，躺在星空下看灯，听音乐，赏夜景🎑,江苏,21/01/2024,Garden by the bay
匿名用户,5.0,白天来逛滨海湾花园有点亏，还好没买门票，听说晚上有灯光秀更漂亮，最推荐傍晚过来，趁着天还亮着拍照也好看，并且赶上晚上的灯光秀就很值得。,浙江,16/12/2023,Garden by the bay
匿名用户,5.0,空中步道（OCBC Skyway）悬挂在两棵擎天树之间，距离地面22米。这条长达128米的空中步道曾为无数游客提供欣赏滨海湾的绝佳机会。,浙江,16/12/2023,Garden by the bay
悠莜琦琦,4.0,云雾林～神秘的探险之旅 当你一脚踏入云雾林（Cloud Forest），这里有世界上最高的室内瀑布和一座山峦葱郁的山脉，来自世界各个角落的植物点缀其中，创造了一个奇幻的绿色之梦。,浙江,12/11/2023,Garden by the bay
悠莜琦琦,5.0,如果只能来一次，那就在下午 4 点左右到达滨海湾花园。入场后直接前往花穹和云雾森林。花两到三个小时探索这两座室内花园，在自然光下欣赏五颜六色的花草后，在晚上 7 点左右走去擎天树丛。,浙江,04/11/2023,Garden by the bay
Doris,5.0,非常多美丽的植物和花朵，云雾森林的阿凡达主题很棒，小朋友也很喜欢。晚上的supertree 灯光秀太美啦！在C位欣赏美景…amazing,新加坡,07/08/2023,Garden by the bay
匿名用户,5.0,大家可以在花穹欣赏到来自不同栖息地的独特植物——从地中海穿越到南非大草原和干旱大沙漠，环球旅行不再是一场虚幻的梦！科技产品，还不错！,浙江,16/12/2023,Garden by the bay
匿名用户,5.0,来新加坡一定要去的滨海湾花园，新加坡标志性建筑，而且图片的机位都免费！我们主要是拍外面的建筑，没进去。大部分不用买票，还是挺漂亮的。,浙江,16/12/2023,Garden by the bay
悠莜琦琦,4.0,售票处有汉堡店shackshake和纪念品商店，打车处有麦当劳星巴克和纪念品店。打车处这家纪念品店看上去比较大。那个有名的小超级树冰箱贴我在售票处没找到，可以去打车处找找。,浙江,12/11/2023,Garden by the bay
匿名用户,5.0,云雾森林和花卉馆还是不错的，植被丰富，兰花清幽，进门就看到的瀑布气势恢弘，震撼了一下下。一定要等7:45的表演，灯光秀很不错，免费的,上海,28/08/2023,Garden by the bay
悠莜琦琦,5.0,奇幻花园（Floral Fantasy）是滨海湾花园的人气景点，我感觉拍婚纱在这里会很漂亮，花环，花球，花海，真的很美。非常推荐！,浙江,15/12/2023,Garden by the bay
202****268,5.0,云雾林很棒，很值得一看，阿凡达的几个游戏体验也挺好玩的。花穹也不错，散散步看看花挺好。,吉林,14/02/2024,Garden by the bay
匿名用户,5.0,新加坡滨海湾花园，有一个儿童玩水乐园far east organization children&#39;s garden，周末遛娃的好地方。,浙江,16/12/2023,Garden by the bay
悠莜琦琦,4.0,花穹为植物冷室，气候模拟成像是地中海、亚热带一样，恒温落在23-25度，比起四季如夏的新加坡地区，花穹的温度反而比较干爽舒适。,浙江,11/11/2023,Garden by the bay
M16****805,5.0,非常震撼，雨雾林阿凡达共六层高，有个很大的瀑布，感觉什么植物在那都可以开花结果，长得真好 看到很多没见过的植物，植物爱好者的天堂,浙江,16/08/2023,Garden by the bay
匿名用户,5.0,新加坡滨海湾花园创造了一座堪称建筑奇迹的花园，用来自世界各地的植物和鲜花装扮你的美梦世界，帮助你儿时的幻想成真！比较科技化！,浙江,16/12/2023,Garden by the bay
S. иà💭🦮,5.0,云雾林，植物类型特别多，太多没有见过的了，值得留出时间好好逛逛，阿凡达主题也增添了趣味性，里面比较凉快，不穿外套也是可以的。,山东,23/08/2023,Garden by the bay
meiyouwumai,5.0,票也是直接发邮箱，打开邮件扫二维码就可以。虽然从金莎酒店要走过外面超级晒的一大段路才能到，但是一进去绝对是值得的，超级美。,天津,10/10/2023,Garden by the bay
兰登冯梦龙,5.0,当场买的票、直接就刷二维码进去了、超级方便、花园有两个展馆、阿凡达那个展览馆挺有趣的、玩的很开心、大瀑布拍照很出片、很好玩,上海,21/08/2023,Garden by the bay
匿名用户,4.0,来这里尽量穿长衣长裤吧，热就热点，以防被蚊虫给咬了，我就被虫子叮了贼痒抓破皮了都。 滨海湾花园餐饮不多，但是国庆期间游客多，室外逛热了，大家都去室内凉快，shake shack汉堡店在入口处，连个座位都找不到。还是带个小风扇靠谱。这里拍照建议浅色搭配，因为有树荫会挡光，浅色穿搭更出片。,浙江,16/12/2023,Garden by the bay
匿名用户,5.0,云雾森林有18棵擎天大树，每棵都是一个垂直的小公园，超级壮观。清爽宜人的环境在体验感上是有加分的，也非常值得带小朋友来玩,江西,30/08/2023,Garden by the bay
e00****92,5.0,携程订单很方便，新加坡的必玩之地，两个场馆各有特色，尤其是夏天，在室内逛逛，走走，老少皆宜，还是非常推荐的～～～～～～～,江苏,23/08/2023,Garden by the bay
糖糖ttttt,5.0,第二次来，很好，云雾林特别棒，冷气足足的，很舒服，离金沙酒店近，可以直接过去,浙江,28/01/2024,Garden by the bay
匿名用户,4.0,擎天树丛(Supertree Grove)无疑是占据滨海湾花园C位的“显眼包”！整个花园共有18棵擎天树，其中12棵位于擎天树丛，游客们远远地就能看到这些高达25至50米的巨大钢筋混凝土“树木”。,浙江,16/12/2023,Garden by the bay
