username,rating,content,ip_address,time,Attraction,cleaned_content,all_words,verbs,nouns,adjectives
M46****3293,5.0,超美的室内植物园，一定要去啊。花穹里面主要是各样的花花草草和用花做的雕塑造型，很有趣。云雾林里面主要是一个阿凡达体验，有很多场景再现，逼真的雕塑，还有不少互动游戏很有意思。进到云雾林首先坐电梯到顶端，然后漫步下来，穿梭在云雾之间，身边都是一些奇花异草，仿佛置身于潘多拉星球。整体走下来很轻松，走走停停很适合拍照。,北京,20/11/2023,Garden by the bay,超美的室内植物园一定要去啊。花穹里面主要是各样的花花草草和用花做的雕塑造型很有趣。云雾林里面主要是一个阿凡达体验有很多场景再现逼真的雕塑还有不少互动游戏很有意思。进到云雾林首先坐电梯到顶端然后漫步下来穿梭在云雾之间身边都是一些奇花异草仿佛置身于潘多拉星球。整体走下来很轻松走走停停很适合拍照。,超 美的 室内 植物园 花穹 各样 花花草草 用花 雕塑 造型 有趣 云雾 林 阿凡达 体验 很多 场景 再现 逼真 雕塑 不少 互动 游戏 有意思 进 云雾 林 坐电梯 顶端 漫步 穿梭 云雾 之间 身边 奇花异草 仿佛 置身于 潘多拉 星球 整体 走 轻松 走走停停 适合 拍照,超 再现 逼真 进 漫步 穿梭 走 走走停停 适合 拍照,美的 植物园 花穹 花花草草 用花 雕塑 造型 云雾 林 阿凡达 体验 场景 雕塑 游戏 云雾 林 坐电梯 云雾 潘多拉 星球 整体,有趣 轻松
M29****8322,5.0,提前买了迷雾森林和花穹的门票，门口直接扫码进场，综合来说迷雾森林更有氛围再加上阿凡达特效景观加持，整体感觉比花穹好看。花穹我们过去时天已经黑了，很多植物观看效果不是特别理想，但是花穹里面有中秋节主题灯光展览所以也还不错。 两个花园看完大约需要2小时，出来后，去超级树下准备看7点45分的灯光秀。可能因为中秋节，这里人非常多，中国游客能占据一半左右。7点45分超级树灯光秀准时开始，特别应景的播放了多首中文中秋歌曲，现场氛围非常热烈。灯光秀很震撼，持续15分钟左右后散场。超级树灯光秀每晚7点45和8点45两场，注意不要错过，值得一看，关键是免费的。,吉林,06/10/2023,Garden by the bay,提前买了迷雾森林和花穹的门票门口直接扫码进场综合来说迷雾森林更有氛围再加上阿凡达特效景观加持整体感觉比花穹好看。花穹我们过去时天已经黑了很多植物观看效果不是特别理想但是花穹里面有中秋节主题灯光展览所以也还不错。 两个花园看完大约需要小时出来后去超级树下准备看点分的灯光秀。可能因为中秋节这里人非常多中国游客能占据一半左右。点分超级树灯光秀准时开始特别应景的播放了多首中文中秋歌曲现场氛围非常热烈。灯光秀很震撼持续分钟左右后散场。超级树灯光秀每晚点和点两场注意不要错过值得一看关键是免费的。,提前 买 迷雾 森林 花穹 门票 门口 扫码 进场 综合 迷雾 森林 氛围 加上 阿凡达 特效 景观 加持 整体 感觉 花穹 好看 花穹 时天 黑 很多 植物 观看 效果 特别 理想 花穹 中秋节 主题 灯光 展览 不错   两个 花园 完 小时 超级 树 看点 灯光 秀 中秋节 中国 游客 占据 一半左右 超级 树 灯光 秀 准时 特别 应景 播放 多首 中文 中秋 歌曲 现场 氛围 热烈 灯光 秀 震撼 持续 分钟 散场 超级 树 灯光 秀 每晚 两场 错过 值得一看 关键 免费,提前 买 综合 加上 加持 好看 观看 展览 完 树 占据 树 准时 播放 震撼 持续 树 错过 免费,迷雾 森林 花穹 门票 扫码 进场 迷雾 森林 氛围 阿凡达 景观 整体 感觉 花穹 花穹 时天 植物 效果 理想 花穹 主题 灯光 花园 小时 看点 灯光 中国 游客 灯光 应景 中文 歌曲 现场 氛围 灯光 散场 灯光 关键,特效 黑 不错 秀 秀 热烈 秀 秀
念念666,5.0,寒假带家里老人小孩一起来，人不算很多，但是很不错。里面挺凉快，景色不错。,浙江,11/02/2024,Garden by the bay,寒假带家里老人小孩一起来人不算很多但是很不错。里面挺凉快景色不错。,寒假 带 家里 老人 小孩 不算 很多 不错 挺 凉快 景色 不错,带 不算,寒假 老人 小孩 景色,不错 凉快 不错
匿名用户,5.0,滨海湾花园非常大，不知道是不是锻炼少的缘故，走起来还是比较累的，里面有游览车，感觉又不划算。太阳比较晒，汗流浃背！奇幻里面有空调，冷气足，还是不是舒服。,浙江,23/12/2023,Garden by the bay,滨海湾花园非常大不知道是不是锻炼少的缘故走起来还是比较累的里面有游览车感觉又不划算。太阳比较晒汗流浃背。奇幻里面有空调冷气足还是不是舒服。,滨海湾 花园 锻炼 少 缘故 走 累 游览车 感觉 不划算 太阳 晒 汗流浃背 奇幻 空调 冷气 足 舒服,锻炼 走 晒,滨海湾 花园 缘故 游览车 感觉 太阳 奇幻 空调 冷气,少 累 足 舒服
匿名用户,5.0,奇幻花园(Floral Fantasy) 占地1500平方米，由四个风格各异的主题花园构成，花园内还设有4D观影厅。在这里，将能获得视觉、听觉、嗅觉和触觉上的四重享受，开启一段奇幻探索之旅。,浙江,23/12/2023,Garden by the bay,奇幻花园Floral Fantasy 占地平方米由四个风格各异的主题花园构成花园内还设有D观影厅。在这里将能获得视觉听觉嗅觉和触觉上的四重享受开启一段奇幻探索之旅。,奇幻 花园 Floral   Fantasy   占地 平方米 四个 风格各异 主题 花园 花园 设有 D 观影 厅 视觉 听觉 嗅觉 触觉 四重 享受 开启 一段 奇幻 探索之旅,占地 设有 听觉 享受 开启,奇幻 花园 主题 花园 花园 观影 厅 视觉 嗅觉 触觉 奇幻 探索之旅,
匿名用户,3.7,都说新加坡是花园城市，那滨海湾公园是必须打卡的项目啦，总得来说还可以，去的时候是新加坡的雨季，天空没那么蓝，所以看上去没那么震撼。,广东,21/12/2023,Garden by the bay,都说新加坡是花园城市那滨海湾公园是必须打卡的项目啦总得来说还可以去的时候是新加坡的雨季天空没那么蓝所以看上去没那么震撼。,新加坡 花园 城市 滨海湾 公园 打卡 项目 总得来说 新加坡 雨季 天空 没 蓝 看上去 没 震撼,打卡 没 看上去 没 震撼,新加坡 花园 城市 滨海湾 公园 项目 新加坡 天空 蓝,
136****6962,5.0,环境极美，人也很多，晚上更好看，花园里管理的很好，路标很清楚，点赞！,上海,05/01/2024,Garden by the bay,环境极美人也很多晚上更好看花园里管理的很好路标很清楚点赞。,环境 极美 很多 晚上 更好 花园里 管理 很好 路标 赞,管理 赞,环境 花园里 路标,极美 很好
小郝5202,5.0,非常值得去，特别漂亮，绿油油各种植物很是养眼呀,黑龙江,14/02/2024,Garden by the bay,非常值得去特别漂亮绿油油各种植物很是养眼呀,值得 特别 漂亮 绿油油 植物 养眼,值得,绿油油 植物 养眼,漂亮
starrynight_cn,5.0,价格低廉 非常超值。电梯乘坐到顶楼，风轻轻的吹拂过来。感觉非常舒适。而且价格非常便宜。上面可以看到金沙酒店。四面环绕的都是风景,中国香港,25/01/2024,Garden by the bay,价格低廉。非常超值。电梯乘坐到顶楼风轻轻的吹拂过来。感觉非常舒适。而且价格非常便宜。上面可以看到金沙酒店。四面环绕的都是风景,价格低廉 超值 电梯 乘坐 顶楼 风 轻轻 吹拂 感觉 舒适 价格 便宜 金沙 酒店 四面 环绕 风景,超值 乘坐 吹拂 环绕,价格低廉 电梯 顶楼 风 感觉 价格 金沙 酒店 风景,舒适 便宜
悠莜琦琦,5.0,新加坡滨海湾花园，有一个儿童玩水乐园far east organization children&#39;s garden，周末遛娃的好地方,浙江,23/12/2023,Garden by the bay,新加坡滨海湾花园有一个儿童玩水乐园far east organization childrens garden周末遛娃的好地方,新加坡 滨海湾 花园 儿童 玩水 乐园 far   east   organization   childrens   garden 周末 遛 娃 地方,遛,新加坡 滨海湾 花园 儿童 玩水 乐园 娃 地方,
北京右下角,5.0,非常漂亮的地方，里面两个收费花园很有特色，白天和晚上是不同的风景，票价不贵，外边环境优雅，免费大花园也很有意境 都是打卡点。,北京,15/02/2024,Garden by the bay,非常漂亮的地方里面两个收费花园很有特色白天和晚上是不同的风景票价不贵外边环境优雅免费大花园也很有意境。都是打卡点。,漂亮 地方 两个 收费 花园 特色 白天 晚上 风景 票价 贵 外边 环境 优雅 免费 花园 意境 打卡,免费 打卡,地方 收费 花园 特色 风景 票价 环境 花园 意境,漂亮 贵 优雅
匿名用户,4.3,云雾林属于自然与科技的结合，如果你好奇火星殖民地应该长什么样，那就值得一览。海洋馆属于绿色的天空，鱼儿在上面俯视玻璃罐中的你，感觉也不错。和国内比胜在热带鱼多，还有蝠鲼够“敬业”，不用人教，不用训练也够搞笑。当然海洋动物保育也很专业。PS：推荐购买5选2票,新加坡,10/02/2024,Garden by the bay,云雾林属于自然与科技的结合如果你好奇火星殖民地应该长什么样那就值得一览。海洋馆属于绿色的天空鱼儿在上面俯视玻璃罐中的你感觉也不错。和国内比胜在热带鱼多还有蝠鲼够敬业不用人教不用训练也够搞笑。当然海洋动物保育也很专业。PS推荐购买选票,云雾 林 自然 科技 好奇 火星 殖民地 长 值得 一览 海洋馆 绿色 天空 鱼儿 俯视 玻璃罐 感觉 不错 国内 比胜 热带鱼 蝠 鲼 够 敬业 不用 人教 不用 训练 够 搞笑 海洋 动物 保育 专业 PS 推荐 购买 选票,值得 俯视 够 不用 不用 训练 够 搞笑 保育 推荐 购买,云雾 林 科技 火星 殖民地 一览 海洋馆 绿色 天空 鱼儿 玻璃罐 感觉 比胜 热带鱼 敬业 人教 海洋 动物 专业 选票,好奇 长 不错
starrynight_cn,5.0,花穹还可以，擎天树乘电梯上去后，平台上感觉很舒适，最上层是室外的、尽量不要下雨的时候去。什么可以看到金沙酒店，离得非常近,中国香港,27/01/2024,Garden by the bay,花穹还可以擎天树乘电梯上去后平台上感觉很舒适最上层是室外的尽量不要下雨的时候去。什么可以看到金沙酒店离得非常近,花穹 擎天 树 电梯 平台 感觉 舒适 最上层 室外 尽量 下雨 金沙 酒店 离得 近,树 下雨 离得,花穹 擎天 电梯 平台 感觉 金沙 酒店,舒适 近
匿名用户,5.0,滨海南花园还有仙人掌绿亭（Sun Pavilion）、峡谷园（The Canyon）、蜻蜓湖和翠鸟湖（Dragonfly and Kingfisher Lakes） 来到这里，大家不妨花上一天时间，在这里闲庭漫步，将“花园城市”的美景尽收眼帘。,浙江,16/12/2023,Garden by the bay,滨海南花园还有仙人掌绿亭Sun Pavilion峡谷园The Canyon蜻蜓湖和翠鸟湖Dragonfly and Kingfisher Lakes 来到这里大家不妨花上一天时间在这里闲庭漫步将花园城市的美景尽收眼帘。,滨海南 花园 仙人掌 绿亭 Sun   Pavilion 峡谷 园 The   Canyon 蜻蜓 湖和 翠鸟 湖 Dragonfly   and   Kingfisher   Lakes   来到 花 时间 闲庭 漫步 花园 城市 美景 尽收 眼帘,来到 花 漫步 尽收,滨海南 花园 仙人掌 绿亭 峡谷 园 蜻蜓 湖和 翠鸟 湖 时间 闲庭 花园 城市 美景 眼帘,
d89****88,5.0,先去了云雾林，里面空调很足！看到室内瀑布还是很新奇的！阿凡达展和云雾林很配，有很多互动项目，小朋友玩的比较起劲！花穹去的稍晚，灯光有点暗！看到了很多多肉，让我这个多肉爱好者很开心！晚上的灯光秀很美妙，拍照很梦幻，就是那天下雨，有点美中不足。,江苏,22/10/2023,Garden by the bay,先去了云雾林里面空调很足。看到室内瀑布还是很新奇的。阿凡达展和云雾林很配有很多互动项目小朋友玩的比较起劲。花穹去的稍晚灯光有点暗。看到了很多多肉让我这个多肉爱好者很开心。晚上的灯光秀很美妙拍照很梦幻就是那天下雨有点美中不足。,先 云雾 林 空调 很足 室内 瀑布 新奇 阿凡 达展 云雾 林 配有 很多 互动 项目 小朋友 玩 起劲 花穹 稍晚 灯光 暗 很多 肉 肉 爱好者 开心 晚上 灯光 秀 美妙 拍照 梦幻 那天 下雨 美中不足,达展 配有 玩 起劲 开心 拍照 下雨,云雾 林 空调 瀑布 新奇 阿凡 云雾 林 项目 小朋友 花穹 灯光 肉 肉 爱好者 灯光 梦幻,很足 秀 美妙
M52****2001,5.0,很棒的体验，人造室内景观真是绝了，不愧是花园城市，而且里面比我想象中要大很多，建议预留5小时以上来这里玩，真的超级大，很费体力，可以连着金沙酒店一起玩比较顺路,上海,02/10/2023,Garden by the bay,很棒的体验人造室内景观真是绝了不愧是花园城市而且里面比我想象中要大很多建议预留小时以上来这里玩真的超级大很费体力可以连着金沙酒店一起玩比较顺路,很棒 体验 人造 室内 景观 绝 不愧 花园 城市 想象 中要 很多 建议 预留 小时 玩 真的 超级 费 体力 金沙 酒店 玩 顺路,预留 玩 费 玩,体验 人造 景观 花园 城市 想象 建议 小时 体力 金沙 酒店 顺路,很棒 不愧
m52****44,5.0,去了三个付费景观园，奇幻花园有许多适合拍照的布景，另两个冷室到滨海湾肯定是要去看一看的，傍晚去可以看到落日，晚上7点45和8点45有两场天空树灯光秀,上海,19/11/2023,Garden by the bay,去了三个付费景观园奇幻花园有许多适合拍照的布景另两个冷室到滨海湾肯定是要去看一看的傍晚去可以看到落日晚上点和点有两场天空树灯光秀,三个 付费 景观 园 奇幻 花园 适合 拍照 布景 两个 冷室 滨海湾 肯定 看一看 傍晚 落日 晚上 点有 两场 天空 树 灯光 秀,付费 适合 拍照 肯定 看一看 点有 树,景观 奇幻 花园 布景 冷室 滨海湾 落日 天空 灯光,秀
M65****7468,5.0,挺富有新意的，值得去一趟,新加坡,24/01/2024,Garden by the bay,挺富有新意的值得去一趟,挺 富有 新意 值得 去一趟,富有 值得 去一趟,新意,
